X[mm],Y[mm],Z[mm],Bx[mT],By[mT],Bz[mT]
290.17, 241.01, 262.91, -47.509000, -2.010000, 0.041000
281.22, 241.01, 262.91, -47.513000, -2.007000, 0.010000
272.27, 241.01, 262.91, -47.505000, -2.001000, -0.003000
263.33, 241.01, 262.91, -47.499000, -2.005000, 0.001000
254.38, 241.01, 262.91, -47.496000, -2.008000, -0.003000
245.43, 241.01, 262.91, -47.493000, -1.998000, -0.025000
236.48, 241.01, 262.91, -47.488000, -2.005000, -0.037000
227.54, 241.01, 262.91, -47.490000, -2.010000, -0.058000
218.59, 241.01, 262.91, -47.491000, -2.013000, -0.063000
209.64, 241.01, 262.91, -47.498000, -2.003000, -0.081000
200.69, 241.01, 262.91, -47.501000, -2.013000, -0.082000
191.75, 241.01, 262.91, -47.506000, -2.013000, -0.101000
173.85, 232.06, 262.91, -47.536000, -2.015000, -0.109000
182.80, 232.06, 262.91, -47.543000, -2.004000, -0.097000
191.75, 232.06, 262.91, -47.530000, -2.008000, -0.092000
200.69, 232.06, 262.91, -47.522000, -2.008000, -0.079000
209.64, 232.06, 262.91, -47.513000, -2.016000, -0.074000
218.59, 232.06, 262.91, -47.502000, -2.014000, -0.072000
227.54, 232.06, 262.91, -47.504000, -2.002000, -0.053000
236.48, 232.06, 262.91, -47.501000, -2.026000, -0.045000
245.43, 232.06, 262.91, -47.500000, -2.006000, -0.034000
254.38, 232.06, 262.91, -47.503000, -2.010000, -0.021000
263.33, 232.06, 262.91, -47.507000, -1.999000, -0.013000
272.27, 232.06, 262.91, -47.509000, -2.012000, 0.000000
281.22, 232.06, 262.91, -47.517000, -2.007000, 0.016000
290.17, 232.06, 262.91, -47.528000, -2.003000, 0.031000
308.06, 223.11, 262.91, -47.560000, -2.001000, 0.045000
299.11, 223.11, 262.91, -47.576000, -1.999000, 0.035000
290.17, 223.11, 262.91, -47.552000, -1.999000, 0.008000
281.22, 223.11, 262.91, -47.540000, -2.002000, 0.004000
272.27, 223.11, 262.91, -47.526000, -2.007000, 0.004000
263.33, 223.11, 262.91, -47.523000, -1.994000, -0.023000
254.38, 223.11, 262.91, -47.515000, -2.007000, -0.028000
245.43, 223.11, 262.91, -47.515000, -2.008000, -0.041000
236.48, 223.11, 262.91, -47.510000, -2.015000, -0.054000
227.54, 223.11, 262.91, -47.509000, -2.013000, -0.057000
218.59, 223.11, 262.91, -47.512000, -2.018000, -0.053000
209.64, 223.11, 262.91, -47.515000, -2.008000, -0.081000
200.69, 223.11, 262.91, -47.524000, -2.014000, -0.086000
191.75, 223.11, 262.91, -47.532000, -2.014000, -0.095000
182.80, 223.11, 262.91, -47.540000, -2.006000, -0.107000
173.85, 223.11, 262.91, -47.553000, -2.019000, -0.118000
164.90, 214.16, 262.91, -47.574000, -2.018000, -0.125000
173.85, 214.16, 262.91, -47.579000, -2.010000, -0.119000
182.80, 214.16, 262.91, -47.565000, -2.014000, -0.098000
191.75, 214.16, 262.91, -47.553000, -2.012000, -0.092000
200.69, 214.16, 262.91, -47.538000, -2.003000, -0.094000
209.64, 214.16, 262.91, -47.533000, -2.015000, -0.082000
218.59, 214.16, 262.91, -47.528000, -2.007000, -0.075000
227.54, 214.16, 262.91, -47.522000, -2.010000, -0.058000
236.48, 214.16, 262.91, -47.521000, -2.007000, -0.054000
245.43, 214.16, 262.91, -47.520000, -2.000000, -0.043000
254.38, 214.16, 262.91, -47.521000, -2.007000, -0.035000
263.33, 214.16, 262.91, -47.525000, -2.002000, -0.031000
272.27, 214.16, 262.91, -47.531000, -2.005000, -0.020000
281.22, 214.16, 262.91, -47.538000, -2.004000, -0.003000
290.17, 214.16, 262.91, -47.552000, -1.992000, 0.001000
299.11, 214.16, 262.91, -47.570000, -1.999000, 0.017000
317.01, 205.22, 262.91, -47.613000, -2.000000, 0.000000
308.06, 205.22, 262.91, -47.617000, -2.001000, 0.001000
299.11, 205.22, 262.91, -47.593000, -2.000000, -0.010000
290.17, 205.22, 262.91, -47.577000, -2.000000, -0.018000
281.22, 205.22, 262.91, -47.560000, -2.008000, -0.016000
272.27, 205.22, 262.91, -47.548000, -2.004000, -0.030000
263.33, 205.22, 262.91, -47.538000, -1.995000, -0.046000
254.38, 205.22, 262.91, -47.532000, -2.007000, -0.036000
245.43, 205.22, 262.91, -47.531000, -2.011000, -0.046000
236.48, 205.22, 262.91, -47.527000, -2.002000, -0.056000
227.54, 205.22, 262.91, -47.526000, -2.010000, -0.067000
218.59, 205.22, 262.91, -47.526000, -2.012000, -0.079000
209.64, 205.22, 262.91, -47.532000, -2.006000, -0.070000
200.69, 205.22, 262.91, -47.539000, -2.011000, -0.087000
191.75, 205.22, 262.91, -47.541000, -2.021000, -0.095000
182.80, 205.22, 262.91, -47.556000, -2.017000, -0.099000
173.85, 205.22, 262.91, -47.569000, -2.021000, -0.101000
164.90, 205.22, 262.91, -47.583000, -2.013000, -0.109000
155.96, 196.27, 262.91, -47.605000, -2.017000, -0.110000
164.90, 196.27, 262.91, -47.609000, -2.023000, -0.102000
173.85, 196.27, 262.91, -47.590000, -2.017000, -0.098000
182.80, 196.27, 262.91, -47.581000, -2.011000, -0.095000
191.75, 196.27, 262.91, -47.560000, -2.021000, -0.095000
200.69, 196.27, 262.91, -47.553000, -2.024000, -0.098000
209.64, 196.27, 262.91, -47.544000, -2.015000, -0.083000
218.59, 196.27, 262.91, -47.542000, -2.015000, -0.084000
227.54, 196.27, 262.91, -47.536000, -2.012000, -0.069000
236.48, 196.27, 262.91, -47.535000, -2.005000, -0.063000
245.43, 196.27, 262.91, -47.536000, -2.008000, -0.057000
254.38, 196.27, 262.91, -47.531000, -2.007000, -0.054000
263.33, 196.27, 262.91, -47.540000, -2.006000, -0.043000
272.27, 196.27, 262.91, -47.544000, -2.002000, -0.046000
281.22, 196.27, 262.91, -47.550000, -2.002000, -0.030000
290.17, 196.27, 262.91, -47.564000, -2.002000, -0.030000
299.11, 196.27, 262.91, -47.577000, -2.001000, -0.028000
308.06, 196.27, 262.91, -47.596000, -1.994000, -0.021000
317.01, 187.32, 262.91, -47.614000, -1.991000, -0.049000
308.06, 187.32, 262.91, -47.617000, -1.991000, -0.051000
299.11, 187.32, 262.91, -47.597000, -2.004000, -0.045000
290.17, 187.32, 262.91, -47.578000, -2.003000, -0.041000
281.22, 187.32, 262.91, -47.569000, -1.999000, -0.052000
272.27, 187.32, 262.91, -47.557000, -2.000000, -0.060000
263.33, 187.32, 262.91, -47.551000, -2.007000, -0.054000
254.38, 187.32, 262.91, -47.541000, -2.002000, -0.071000
245.43, 187.32, 262.91, -47.540000, -2.000000, -0.063000
236.48, 187.32, 262.91, -47.540000, -2.014000, -0.061000
227.54, 187.32, 262.91, -47.540000, -2.027000, -0.076000
218.59, 187.32, 262.91, -47.540000, -2.014000, -0.076000
209.64, 187.32, 262.91, -47.545000, -2.011000, -0.084000
200.69, 187.32, 262.91, -47.550000, -2.016000, -0.086000
191.75, 187.32, 262.91, -47.558000, -2.021000, -0.091000
182.80, 187.32, 262.91, -47.575000, -2.024000, -0.095000
173.85, 187.32, 262.91, -47.576000, -2.019000, -0.103000
164.90, 187.32, 262.91, -47.590000, -2.019000, -0.103000
155.96, 178.37, 262.91, -47.603000, -2.027000, -0.112000
164.90, 178.37, 262.91, -47.612000, -2.028000, -0.103000
173.85, 178.37, 262.91, -47.593000, -2.017000, -0.099000
182.80, 178.37, 262.91, -47.583000, -2.016000, -0.094000
191.75, 178.37, 262.91, -47.574000, -2.019000, -0.080000
200.69, 178.37, 262.91, -47.561000, -2.015000, -0.092000
209.64, 178.37, 262.91, -47.556000, -2.012000, -0.083000
218.59, 178.37, 262.91, -47.551000, -2.015000, -0.077000
227.54, 178.37, 262.91, -47.545000, -2.017000, -0.076000
236.48, 178.37, 262.91, -47.542000, -2.010000, -0.077000
245.43, 178.37, 262.91, -47.542000, -2.014000, -0.065000
254.38, 178.37, 262.91, -47.542000, -2.010000, -0.064000
263.33, 178.37, 262.91, -47.548000, -2.002000, -0.056000
272.27, 178.37, 262.91, -47.552000, -2.005000, -0.058000
281.22, 178.37, 262.91, -47.561000, -1.991000, -0.052000
290.17, 178.37, 262.91, -47.569000, -2.005000, -0.056000
299.11, 178.37, 262.91, -47.582000, -1.994000, -0.059000
308.06, 178.37, 262.91, -47.597000, -1.992000, -0.060000
317.01, 169.43, 262.91, -47.607000, -1.987000, -0.071000
308.06, 169.43, 262.91, -47.611000, -1.992000, -0.074000
299.11, 169.43, 262.91, -47.592000, -1.996000, -0.073000
290.17, 169.43, 262.91, -47.585000, -1.996000, -0.077000
281.22, 169.43, 262.91, -47.568000, -1.998000, -0.090000
272.27, 169.43, 262.91, -47.563000, -1.998000, -0.071000
263.33, 169.43, 262.91, -47.552000, -2.008000, -0.074000
254.38, 169.43, 262.91, -47.554000, -2.012000, -0.065000
245.43, 169.43, 262.91, -47.547000, -2.014000, -0.077000
236.48, 169.43, 262.91, -47.544000, -2.016000, -0.080000
227.54, 169.43, 262.91, -47.545000, -2.018000, -0.076000
218.59, 169.43, 262.91, -47.547000, -2.012000, -0.083000
209.64, 169.43, 262.91, -47.551000, -2.011000, -0.084000
200.69, 169.43, 262.91, -47.555000, -2.023000, -0.094000
191.75, 169.43, 262.91, -47.566000, -2.022000, -0.099000
182.80, 169.43, 262.91, -47.570000, -2.024000, -0.090000
173.85, 169.43, 262.91, -47.586000, -2.023000, -0.101000
164.90, 169.43, 262.91, -47.596000, -2.030000, -0.101000
155.96, 160.48, 262.91, -47.609000, -2.038000, -0.103000
164.90, 160.48, 262.91, -47.608000, -2.038000, -0.092000
173.85, 160.48, 262.91, -47.601000, -2.028000, -0.094000
182.80, 160.48, 262.91, -47.592000, -2.030000, -0.101000
191.75, 160.48, 262.91, -47.580000, -2.027000, -0.087000
200.69, 160.48, 262.91, -47.570000, -2.023000, -0.087000
209.64, 160.48, 262.91, -47.560000, -2.027000, -0.094000
218.59, 160.48, 262.91, -47.551000, -2.012000, -0.088000
227.54, 160.48, 262.91, -47.545000, -2.019000, -0.077000
236.48, 160.48, 262.91, -47.545000, -2.018000, -0.086000
245.43, 160.48, 262.91, -47.542000, -2.010000, -0.082000
254.38, 160.48, 262.91, -47.546000, -2.025000, -0.086000
263.33, 160.48, 262.91, -47.546000, -2.018000, -0.077000
272.27, 160.48, 262.91, -47.553000, -2.010000, -0.075000
281.22, 160.48, 262.91, -47.562000, -1.998000, -0.091000
290.17, 160.48, 262.91, -47.566000, -1.998000, -0.085000
299.11, 160.48, 262.91, -47.580000, -1.992000, -0.090000
308.06, 160.48, 262.91, -47.590000, -1.996000, -0.094000
317.01, 151.53, 262.91, -47.593000, -1.981000, -0.108000
308.06, 151.53, 262.91, -47.601000, -1.992000, -0.107000
299.11, 151.53, 262.91, -47.584000, -1.999000, -0.112000
290.17, 151.53, 262.91, -47.577000, -2.002000, -0.107000
281.22, 151.53, 262.91, -47.566000, -1.994000, -0.099000
272.27, 151.53, 262.91, -47.556000, -2.022000, -0.093000
263.33, 151.53, 262.91, -47.553000, -2.010000, -0.095000
254.38, 151.53, 262.91, -47.549000, -2.012000, -0.102000
245.43, 151.53, 262.91, -47.545000, -2.015000, -0.090000
236.48, 151.53, 262.91, -47.542000, -2.016000, -0.096000
227.54, 151.53, 262.91, -47.547000, -2.025000, -0.099000
218.59, 151.53, 262.91, -47.551000, -2.014000, -0.094000
209.64, 151.53, 262.91, -47.551000, -2.022000, -0.085000
200.69, 151.53, 262.91, -47.558000, -2.017000, -0.099000
191.75, 151.53, 262.91, -47.568000, -2.022000, -0.098000
182.80, 151.53, 262.91, -47.572000, -2.024000, -0.090000
173.85, 151.53, 262.91, -47.586000, -2.024000, -0.087000
164.90, 151.53, 262.91, -47.596000, -2.030000, -0.104000
155.96, 142.59, 262.91, -47.614000, -2.039000, -0.098000
164.90, 142.59, 262.91, -47.611000, -2.042000, -0.092000
173.85, 142.59, 262.91, -47.598000, -2.030000, -0.097000
182.80, 142.59, 262.91, -47.585000, -2.027000, -0.084000
191.75, 142.59, 262.91, -47.576000, -2.033000, -0.093000
200.69, 142.59, 262.91, -47.561000, -2.025000, -0.087000
209.64, 142.59, 262.91, -47.557000, -2.028000, -0.088000
218.59, 142.59, 262.91, -47.550000, -2.029000, -0.087000
227.54, 142.59, 262.91, -47.550000, -2.021000, -0.087000
236.48, 142.59, 262.91, -47.546000, -2.018000, -0.093000
245.43, 142.59, 262.91, -47.540000, -2.015000, -0.095000
254.38, 142.59, 262.91, -47.539000, -2.026000, -0.090000
263.33, 142.59, 262.91, -47.544000, -2.002000, -0.101000
272.27, 142.59, 262.91, -47.551000, -2.013000, -0.101000
281.22, 142.59, 262.91, -47.554000, -2.007000, -0.091000
290.17, 142.59, 262.91, -47.560000, -2.002000, -0.098000
299.11, 142.59, 262.91, -47.568000, -1.993000, -0.109000
308.06, 142.59, 262.91, -47.576000, -1.990000, -0.103000
308.06, 133.64, 262.91, -47.581000, -1.992000, -0.128000
299.11, 133.64, 262.91, -47.573000, -1.995000, -0.123000
290.17, 133.64, 262.91, -47.567000, -2.003000, -0.121000
281.22, 133.64, 262.91, -47.554000, -2.005000, -0.104000
272.27, 133.64, 262.91, -47.551000, -2.004000, -0.117000
263.33, 133.64, 262.91, -47.546000, -2.016000, -0.110000
254.38, 133.64, 262.91, -47.543000, -2.016000, -0.107000
245.43, 133.64, 262.91, -47.542000, -2.019000, -0.101000
236.48, 133.64, 262.91, -47.543000, -2.027000, -0.104000
227.54, 133.64, 262.91, -47.543000, -2.024000, -0.103000
218.59, 133.64, 262.91, -47.541000, -2.030000, -0.094000
209.64, 133.64, 262.91, -47.549000, -2.028000, -0.095000
200.69, 133.64, 262.91, -47.556000, -2.026000, -0.083000
191.75, 133.64, 262.91, -47.561000, -2.035000, -0.093000
182.80, 133.64, 262.91, -47.574000, -2.041000, -0.092000
173.85, 133.64, 262.91, -47.588000, -2.036000, -0.092000
164.90, 124.69, 262.91, -47.597000, -2.043000, -0.088000
173.85, 124.69, 262.91, -47.598000, -2.042000, -0.085000
182.80, 124.69, 262.91, -47.580000, -2.030000, -0.082000
191.75, 124.69, 262.91, -47.571000, -2.035000, -0.090000
200.69, 124.69, 262.91, -47.566000, -2.031000, -0.095000
209.64, 124.69, 262.91, -47.557000, -2.027000, -0.085000
218.59, 124.69, 262.91, -47.549000, -2.033000, -0.087000
227.54, 124.69, 262.91, -47.539000, -2.037000, -0.102000
236.48, 124.69, 262.91, -47.537000, -2.021000, -0.093000
245.43, 124.69, 262.91, -47.536000, -2.022000, -0.104000
254.38, 124.69, 262.91, -47.537000, -2.018000, -0.096000
263.33, 124.69, 262.91, -47.538000, -2.015000, -0.098000
272.27, 124.69, 262.91, -47.544000, -2.016000, -0.107000
281.22, 124.69, 262.91, -47.547000, -2.012000, -0.121000
290.17, 124.69, 262.91, -47.549000, -2.008000, -0.136000
299.11, 124.69, 262.91, -47.558000, -2.007000, -0.126000
299.11, 115.74, 262.91, -47.559000, -1.999000, -0.129000
290.17, 115.74, 262.91, -47.549000, -2.001000, -0.131000
281.22, 115.74, 262.91, -47.543000, -2.017000, -0.130000
272.27, 115.74, 262.91, -47.542000, -2.007000, -0.125000
263.33, 115.74, 262.91, -47.535000, -2.021000, -0.119000
254.38, 115.74, 262.91, -47.533000, -2.023000, -0.115000
245.43, 115.74, 262.91, -47.532000, -2.028000, -0.112000
236.48, 115.74, 262.91, -47.531000, -2.033000, -0.103000
227.54, 115.74, 262.91, -47.530000, -2.029000, -0.097000
218.59, 115.74, 262.91, -47.542000, -2.028000, -0.093000
209.64, 115.74, 262.91, -47.542000, -2.034000, -0.101000
200.69, 115.74, 262.91, -47.552000, -2.041000, -0.084000
191.75, 115.74, 262.91, -47.556000, -2.039000, -0.082000
182.80, 115.74, 262.91, -47.568000, -2.038000, -0.086000
182.80, 106.80, 262.91, -47.571000, -2.045000, -0.076000
191.75, 106.80, 262.91, -47.569000, -2.038000, -0.084000
200.69, 106.80, 262.91, -47.557000, -2.045000, -0.092000
209.64, 106.80, 262.91, -47.546000, -2.038000, -0.079000
218.59, 106.80, 262.91, -47.538000, -2.038000, -0.087000
227.54, 106.80, 262.91, -47.535000, -2.038000, -0.096000
236.48, 106.80, 262.91, -47.531000, -2.024000, -0.105000
245.43, 106.80, 262.91, -47.527000, -2.026000, -0.104000
254.38, 106.80, 262.91, -47.527000, -2.027000, -0.107000
263.33, 106.80, 262.91, -47.532000, -2.022000, -0.109000
272.27, 106.80, 262.91, -47.527000, -2.016000, -0.119000
281.22, 106.80, 262.91, -47.532000, -2.014000, -0.130000
272.27, 97.85, 262.91, -47.527000, -2.017000, -0.125000
263.33, 97.85, 262.91, -47.521000, -2.017000, -0.113000
254.38, 97.85, 262.91, -47.524000, -2.023000, -0.109000
245.43, 97.85, 262.91, -47.521000, -2.029000, -0.108000
236.48, 97.85, 262.91, -47.524000, -2.033000, -0.105000
227.54, 97.85, 262.91, -47.526000, -2.035000, -0.093000
218.59, 97.85, 262.91, -47.527000, -2.041000, -0.102000
209.64, 97.85, 262.91, -47.532000, -2.038000, -0.083000
200.69, 88.90, 271.86, -47.546000, -2.046000, -0.090000
209.64, 88.90, 271.86, -47.544000, -2.036000, -0.101000
218.59, 88.90, 271.86, -47.533000, -2.034000, -0.110000
227.54, 88.90, 271.86, -47.527000, -2.033000, -0.107000
236.48, 88.90, 271.86, -47.525000, -2.039000, -0.107000
245.43, 88.90, 271.86, -47.520000, -2.037000, -0.123000
254.38, 88.90, 271.86, -47.524000, -2.034000, -0.117000
263.33, 88.90, 271.86, -47.524000, -2.025000, -0.132000
290.17, 97.85, 271.86, -47.537000, -2.008000, -0.142000
281.22, 97.85, 271.86, -47.536000, -2.015000, -0.132000
272.27, 97.85, 271.86, -47.535000, -2.024000, -0.137000
263.33, 97.85, 271.86, -47.536000, -2.023000, -0.129000
254.38, 97.85, 271.86, -47.529000, -2.022000, -0.118000
245.43, 97.85, 271.86, -47.530000, -2.026000, -0.120000
236.48, 97.85, 271.86, -47.527000, -2.026000, -0.117000
227.54, 97.85, 271.86, -47.533000, -2.031000, -0.114000
218.59, 97.85, 271.86, -47.536000, -2.030000, -0.108000
209.64, 97.85, 271.86, -47.540000, -2.034000, -0.107000
200.69, 97.85, 271.86, -47.548000, -2.039000, -0.095000
191.75, 97.85, 271.86, -47.557000, -2.034000, -0.097000
173.85, 106.80, 271.86, -47.580000, -2.035000, -0.082000
182.80, 106.80, 271.86, -47.579000, -2.034000, -0.099000
191.75, 106.80, 271.86, -47.572000, -2.037000, -0.099000
200.69, 106.80, 271.86, -47.561000, -2.033000, -0.099000
209.64, 106.80, 271.86, -47.550000, -2.038000, -0.096000
218.59, 106.80, 271.86, -47.547000, -2.030000, -0.101000
227.54, 106.80, 271.86, -47.544000, -2.036000, -0.108000
236.48, 106.80, 271.86, -47.537000, -2.038000, -0.106000
245.43, 106.80, 271.86, -47.531000, -2.030000, -0.110000
254.38, 106.80, 271.86, -47.535000, -2.027000, -0.108000
263.33, 106.80, 271.86, -47.533000, -2.026000, -0.117000
272.27, 106.80, 271.86, -47.536000, -2.015000, -0.129000
281.22, 106.80, 271.86, -47.539000, -2.006000, -0.141000
290.17, 106.80, 271.86, -47.540000, -2.004000, -0.142000
308.06, 115.74, 271.86, -47.562000, -1.990000, -0.139000
299.11, 115.74, 271.86, -47.568000, -1.991000, -0.158000
290.17, 115.74, 271.86, -47.560000, -2.006000, -0.141000
281.22, 115.74, 271.86, -47.550000, -2.005000, -0.127000
272.27, 115.74, 271.86, -47.545000, -2.010000, -0.136000
263.33, 115.74, 271.86, -47.543000, -2.019000, -0.132000
254.38, 115.74, 271.86, -47.541000, -2.024000, -0.120000
245.43, 115.74, 271.86, -47.539000, -2.024000, -0.120000
236.48, 115.74, 271.86, -47.540000, -2.030000, -0.120000
227.54, 115.74, 271.86, -47.534000, -2.026000, -0.116000
218.59, 115.74, 271.86, -47.543000, -2.036000, -0.103000
209.64, 115.74, 271.86, -47.545000, -2.028000, -0.108000
200.69, 115.74, 271.86, -47.555000, -2.034000, -0.105000
191.75, 115.74, 271.86, -47.561000, -2.041000, -0.090000
182.80, 115.74, 271.86, -47.571000, -2.034000, -0.103000
173.85, 115.74, 271.86, -47.584000, -2.035000, -0.094000
164.90, 124.69, 271.86, -47.599000, -2.038000, -0.095000
173.85, 124.69, 271.86, -47.603000, -2.028000, -0.096000
182.80, 124.69, 271.86, -47.592000, -2.034000, -0.099000
191.75, 124.69, 271.86, -47.577000, -2.028000, -0.093000
200.69, 124.69, 271.86, -47.566000, -2.036000, -0.095000
209.64, 124.69, 271.86, -47.555000, -2.029000, -0.101000
218.59, 124.69, 271.86, -47.552000, -2.030000, -0.104000
227.54, 124.69, 271.86, -47.551000, -2.029000, -0.112000
236.48, 124.69, 271.86, -47.544000, -2.015000, -0.104000
245.43, 124.69, 271.86, -47.542000, -2.019000, -0.110000
254.38, 124.69, 271.86, -47.541000, -2.031000, -0.118000
263.33, 124.69, 271.86, -47.541000, -2.010000, -0.120000
272.27, 124.69, 271.86, -47.548000, -2.016000, -0.126000
281.22, 124.69, 271.86, -47.552000, -2.014000, -0.124000
290.17, 124.69, 271.86, -47.557000, -2.014000, -0.127000
299.11, 124.69, 271.86, -47.566000, -1.999000, -0.137000
317.01, 133.64, 271.86, -47.591000, -1.987000, -0.126000
308.06, 133.64, 271.86, -47.591000, -1.999000, -0.148000
299.11, 133.64, 271.86, -47.584000, -2.000000, -0.132000
290.17, 133.64, 271.86, -47.573000, -1.994000, -0.115000
281.22, 133.64, 271.86, -47.565000, -2.001000, -0.118000
272.27, 133.64, 271.86, -47.556000, -2.015000, -0.116000
263.33, 133.64, 271.86, -47.555000, -2.018000, -0.107000
254.38, 133.64, 271.86, -47.550000, -2.014000, -0.112000
245.43, 133.64, 271.86, -47.549000, -2.022000, -0.117000
236.48, 133.64, 271.86, -47.542000, -2.022000, -0.114000
227.54, 133.64, 271.86, -47.546000, -2.019000, -0.109000
218.59, 133.64, 271.86, -47.550000, -2.021000, -0.098000
209.64, 133.64, 271.86, -47.552000, -2.022000, -0.098000
200.69, 133.64, 271.86, -47.560000, -2.018000, -0.110000
191.75, 133.64, 271.86, -47.566000, -2.018000, -0.105000
182.80, 133.64, 271.86, -47.578000, -2.027000, -0.098000
173.85, 133.64, 271.86, -47.587000, -2.034000, -0.098000
164.90, 133.64, 271.86, -47.600000, -2.038000, -0.103000
155.96, 142.59, 271.86, -47.612000, -2.034000, -0.099000
164.90, 142.59, 271.86, -47.619000, -2.027000, -0.106000
173.85, 142.59, 271.86, -47.605000, -2.024000, -0.102000
