X[mm],Y[mm],Z[mm],Bx[mT],By[mT],Bz[mT]
218.59, 223.11, 280.80, -47.517000, -1.998000, -0.072000
209.64, 223.11, 280.80, -47.522000, -2.000000, -0.093000
200.69, 223.11, 280.80, -47.526000, -1.988000, -0.094000
191.75, 223.11, 280.80, -47.536000, -1.995000, -0.109000
182.80, 223.11, 280.80, -47.544000, -1.999000, -0.120000
173.85, 223.11, 280.80, -47.558000, -1.988000, -0.127000
164.90, 214.16, 280.80, -47.583000, -2.004000, -0.152000
173.85, 214.16, 280.80, -47.582000, -1.988000, -0.116000
182.80, 214.16, 280.80, -47.567000, -1.998000, -0.118000
191.75, 214.16, 280.80, -47.557000, -1.995000, -0.098000
200.69, 214.16, 280.80, -47.544000, -2.002000, -0.101000
209.64, 214.16, 280.80, -47.537000, -1.998000, -0.086000
218.59, 214.16, 280.80, -47.528000, -1.999000, -0.082000
227.54, 214.16, 280.80, -47.527000, -2.004000, -0.081000
236.48, 214.16, 280.80, -47.527000, -2.004000, -0.065000
245.43, 214.16, 280.80, -47.524000, -1.998000, -0.054000
254.38, 214.16, 280.80, -47.529000, -1.998000, -0.049000
263.33, 214.16, 280.80, -47.531000, -2.008000, -0.036000
272.27, 214.16, 280.80, -47.538000, -2.004000, -0.030000
281.22, 214.16, 280.80, -47.550000, -2.005000, -0.012000
290.17, 214.16, 280.80, -47.554000, -2.016000, -0.005000
299.11, 214.16, 280.80, -47.572000, -1.996000, 0.007000
317.01, 205.22, 280.80, -47.624000, -1.988000, 0.000000
308.06, 205.22, 280.80, -47.627000, -1.998000, -0.008000
299.11, 205.22, 280.80, -47.608000, -2.002000, -0.014000
290.17, 205.22, 280.80, -47.580000, -2.003000, -0.027000
281.22, 205.22, 280.80, -47.571000, -2.003000, -0.038000
272.27, 205.22, 280.80, -47.559000, -2.004000, -0.035000
263.33, 205.22, 280.80, -47.545000, -2.002000, -0.043000
254.38, 205.22, 280.80, -47.539000, -2.003000, -0.051000
245.43, 205.22, 280.80, -47.536000, -2.017000, -0.064000
236.48, 205.22, 280.80, -47.536000, -2.002000, -0.071000
227.54, 205.22, 280.80, -47.536000, -2.002000, -0.073000
218.59, 205.22, 280.80, -47.530000, -2.006000, -0.090000
209.64, 205.22, 280.80, -47.537000, -2.004000, -0.091000
200.69, 205.22, 280.80, -47.544000, -2.003000, -0.094000
191.75, 205.22, 280.80, -47.552000, -2.000000, -0.113000
182.80, 205.22, 280.80, -47.561000, -1.989000, -0.116000
173.85, 205.22, 280.80, -47.575000, -1.993000, -0.127000
164.90, 205.22, 280.80, -47.585000, -1.999000, -0.138000
155.96, 196.27, 280.80, -47.612000, -2.006000, -0.141000
164.90, 196.27, 280.80, -47.616000, -1.995000, -0.121000
173.85, 196.27, 280.80, -47.600000, -1.994000, -0.113000
182.80, 196.27, 280.80, -47.583000, -2.002000, -0.113000
191.75, 196.27, 280.80, -47.570000, -2.000000, -0.103000
200.69, 196.27, 280.80, -47.561000, -2.004000, -0.101000
209.64, 196.27, 280.80, -47.549000, -2.004000, -0.098000
218.59, 196.27, 280.80, -47.543000, -1.994000, -0.095000
227.54, 196.27, 280.80, -47.544000, -2.008000, -0.085000
236.48, 196.27, 280.80, -47.542000, -2.002000, -0.073000
245.43, 196.27, 280.80, -47.537000, -1.995000, -0.075000
254.38, 196.27, 280.80, -47.545000, -2.007000, -0.072000
263.33, 196.27, 280.80, -47.543000, -2.002000, -0.069000
272.27, 196.27, 280.80, -47.552000, -2.005000, -0.056000
281.22, 196.27, 280.80, -47.563000, -2.003000, -0.042000
290.17, 196.27, 280.80, -47.571000, -2.006000, -0.038000
299.11, 196.27, 280.80, -47.584000, -2.004000, -0.042000
308.06, 196.27, 280.80, -47.608000, -2.005000, -0.040000
317.01, 187.32, 280.80, -47.626000, -1.993000, -0.054000
308.06, 187.32, 280.80, -47.630000, -1.991000, -0.048000
299.11, 187.32, 280.80, -47.609000, -1.990000, -0.063000
290.17, 187.32, 280.80, -47.594000, -2.003000, -0.057000
281.22, 187.32, 280.80, -47.583000, -2.002000, -0.063000
272.27, 187.32, 280.80, -47.567000, -2.002000, -0.061000
263.33, 187.32, 280.80, -47.559000, -1.996000, -0.061000
254.38, 187.32, 280.80, -47.554000, -2.003000, -0.071000
245.43, 187.32, 280.80, -47.545000, -2.001000, -0.096000
236.48, 187.32, 280.80, -47.548000, -2.002000, -0.086000
227.54, 187.32, 280.80, -47.544000, -2.003000, -0.088000
218.59, 187.32, 280.80, -47.548000, -2.010000, -0.102000
209.64, 187.32, 280.80, -47.552000, -2.010000, -0.099000
200.69, 187.32, 280.80, -47.550000, -1.989000, -0.105000
191.75, 187.32, 280.80, -47.565000, -1.992000, -0.112000
182.80, 187.32, 280.80, -47.574000, -2.001000, -0.110000
173.85, 187.32, 280.80, -47.584000, -2.011000, -0.127000
164.90, 187.32, 280.80, -47.604000, -2.000000, -0.123000
155.96, 178.37, 280.80, -47.617000, -2.000000, -0.134000
164.90, 178.37, 280.80, -47.617000, -2.006000, -0.117000
173.85, 178.37, 280.80, -47.607000, -2.002000, -0.106000
182.80, 178.37, 280.80, -47.588000, -2.003000, -0.106000
191.75, 178.37, 280.80, -47.582000, -2.008000, -0.107000
200.69, 178.37, 280.80, -47.570000, -2.005000, -0.107000
209.64, 178.37, 280.80, -47.560000, -2.005000, -0.103000
218.59, 178.37, 280.80, -47.555000, -2.013000, -0.103000
227.54, 178.37, 280.80, -47.551000, -2.001000, -0.096000
236.48, 178.37, 280.80, -47.551000, -2.010000, -0.088000
245.43, 178.37, 280.80, -47.548000, -2.000000, -0.087000
254.38, 178.37, 280.80, -47.552000, -2.001000, -0.073000
263.33, 178.37, 280.80, -47.558000, -2.010000, -0.085000
272.27, 178.37, 280.80, -47.564000, -1.999000, -0.075000
281.22, 178.37, 280.80, -47.568000, -1.995000, -0.065000
290.17, 178.37, 280.80, -47.578000, -1.998000, -0.075000
299.11, 178.37, 280.80, -47.595000, -1.996000, -0.074000
308.06, 178.37, 280.80, -47.607000, -1.995000, -0.061000
317.01, 169.43, 280.80, -47.625000, -1.989000, -0.094000
308.06, 169.43, 280.80, -47.623000, -1.980000, -0.088000
299.11, 169.43, 280.80, -47.605000, -2.002000, -0.093000
290.17, 169.43, 280.80, -47.593000, -2.006000, -0.075000
281.22, 169.43, 280.80, -47.586000, -2.013000, -0.088000
272.27, 169.43, 280.80, -47.571000, -2.007000, -0.085000
263.33, 169.43, 280.80, -47.564000, -1.998000, -0.087000
254.38, 169.43, 280.80, -47.560000, -2.010000, -0.091000
245.43, 169.43, 280.80, -47.552000, -2.005000, -0.094000
236.48, 169.43, 280.80, -47.548000, -2.013000, -0.097000
227.54, 169.43, 280.80, -47.555000, -2.004000, -0.108000
218.59, 169.43, 280.80, -47.552000, -2.008000, -0.097000
209.64, 169.43, 280.80, -47.560000, -2.003000, -0.104000
200.69, 169.43, 280.80, -47.565000, -2.003000, -0.103000
191.75, 169.43, 280.80, -47.569000, -1.995000, -0.116000
182.80, 169.43, 280.80, -47.581000, -1.998000, -0.105000
173.85, 169.43, 280.80, -47.591000, -2.003000, -0.114000
164.90, 169.43, 280.80, -47.605000, -2.011000, -0.120000
155.96, 160.48, 280.80, -47.619000, -2.006000, -0.120000
164.90, 160.48, 280.80, -47.619000, -2.004000, -0.116000
173.85, 160.48, 280.80, -47.606000, -2.014000, -0.112000
182.80, 160.48, 280.80, -47.592000, -2.006000, -0.110000
191.75, 160.48, 280.80, -47.583000, -2.014000, -0.098000
200.69, 160.48, 280.80, -47.572000, -2.017000, -0.101000
209.64, 160.48, 280.80, -47.563000, -2.018000, -0.104000
218.59, 160.48, 280.80, -47.561000, -2.007000, -0.099000
227.54, 160.48, 280.80, -47.550000, -2.012000, -0.098000
236.48, 160.48, 280.80, -47.553000, -2.008000, -0.099000
245.43, 160.48, 280.80, -47.549000, -2.012000, -0.094000
254.38, 160.48, 280.80, -47.553000, -2.008000, -0.104000
263.33, 160.48, 280.80, -47.563000, -2.005000, -0.094000
272.27, 160.48, 280.80, -47.565000, -2.006000, -0.088000
281.22, 160.48, 280.80, -47.571000, -1.998000, -0.088000
290.17, 160.48, 280.80, -47.577000, -2.001000, -0.087000
299.11, 160.48, 280.80, -47.591000, -2.003000, -0.095000
308.06, 160.48, 280.80, -47.603000, -1.989000, -0.102000
317.01, 151.53, 280.80, -47.614000, -1.989000, -0.132000
308.06, 151.53, 280.80, -47.612000, -1.996000, -0.115000
299.11, 151.53, 280.80, -47.599000, -1.996000, -0.114000
290.17, 151.53, 280.80, -47.592000, -2.004000, -0.118000
281.22, 151.53, 280.80, -47.580000, -2.000000, -0.105000
272.27, 151.53, 280.80, -47.569000, -2.002000, -0.112000
263.33, 151.53, 280.80, -47.562000, -2.007000, -0.107000
254.38, 151.53, 280.80, -47.559000, -2.007000, -0.109000
245.43, 151.53, 280.80, -47.554000, -2.019000, -0.107000
236.48, 151.53, 280.80, -47.552000, -2.018000, -0.102000
227.54, 151.53, 280.80, -47.554000, -2.013000, -0.112000
218.59, 151.53, 280.80, -47.557000, -2.014000, -0.110000
209.64, 151.53, 280.80, -47.559000, -2.019000, -0.109000
200.69, 151.53, 280.80, -47.562000, -2.014000, -0.123000
191.75, 151.53, 280.80, -47.569000, -2.011000, -0.110000
182.80, 151.53, 280.80, -47.584000, -2.013000, -0.119000
173.85, 151.53, 280.80, -47.593000, -2.016000, -0.110000
164.90, 151.53, 280.80, -47.602000, -2.010000, -0.116000
155.96, 142.59, 280.80, -47.621000, -2.017000, -0.120000
164.90, 142.59, 280.80, -47.624000, -2.011000, -0.120000
173.85, 142.59, 280.80, -47.605000, -2.011000, -0.108000
182.80, 142.59, 280.80, -47.593000, -2.019000, -0.107000
191.75, 142.59, 280.80, -47.584000, -2.016000, -0.107000
200.69, 142.59, 280.80, -47.574000, -2.017000, -0.103000
209.64, 142.59, 280.80, -47.567000, -2.005000, -0.101000
218.59, 142.59, 280.80, -47.561000, -2.026000, -0.103000
227.54, 142.59, 280.80, -47.555000, -2.017000, -0.104000
236.48, 142.59, 280.80, -47.553000, -2.019000, -0.104000
245.43, 142.59, 280.80, -47.557000, -2.012000, -0.103000
254.38, 142.59, 280.80, -47.557000, -2.018000, -0.106000
263.33, 142.59, 280.80, -47.556000, -2.011000, -0.106000
272.27, 142.59, 280.80, -47.560000, -2.004000, -0.107000
281.22, 142.59, 280.80, -47.567000, -2.005000, -0.114000
290.17, 142.59, 280.80, -47.572000, -2.004000, -0.123000
299.11, 142.59, 280.80, -47.584000, -2.004000, -0.119000
308.06, 142.59, 280.80, -47.594000, -2.000000, -0.124000
308.06, 133.64, 280.80, -47.601000, -1.998000, -0.146000
299.11, 133.64, 280.80, -47.590000, -1.999000, -0.142000
290.17, 133.64, 280.80, -47.578000, -2.004000, -0.134000
281.22, 133.64, 280.80, -47.570000, -2.001000, -0.126000
272.27, 133.64, 280.80, -47.563000, -2.016000, -0.121000
263.33, 133.64, 280.80, -47.558000, -2.008000, -0.119000
254.38, 133.64, 280.80, -47.552000, -2.012000, -0.114000
245.43, 133.64, 280.80, -47.551000, -2.011000, -0.125000
236.48, 133.64, 280.80, -47.550000, -2.016000, -0.124000
227.54, 133.64, 280.80, -47.550000, -2.028000, -0.125000
218.59, 133.64, 280.80, -47.557000, -2.023000, -0.110000
209.64, 133.64, 280.80, -47.556000, -2.021000, -0.109000
200.69, 133.64, 280.80, -47.562000, -2.013000, -0.110000
191.75, 133.64, 280.80, -47.573000, -2.028000, -0.118000
182.80, 133.64, 280.80, -47.585000, -2.016000, -0.112000
173.85, 133.64, 280.80, -47.594000, -2.031000, -0.108000
164.90, 124.69, 280.80, -47.610000, -2.021000, -0.102000
173.85, 124.69, 280.80, -47.613000, -2.028000, -0.101000
182.80, 124.69, 280.80, -47.593000, -2.014000, -0.094000
191.75, 124.69, 280.80, -47.581000, -2.029000, -0.107000
200.69, 124.69, 280.80, -47.572000, -2.027000, -0.099000
209.64, 124.69, 280.80, -47.562000, -2.033000, -0.113000
218.59, 124.69, 280.80, -47.557000, -2.021000, -0.123000
227.54, 124.69, 280.80, -47.553000, -2.019000, -0.113000
236.48, 124.69, 280.80, -47.551000, -2.025000, -0.107000
245.43, 124.69, 280.80, -47.549000, -2.027000, -0.112000
254.38, 124.69, 280.80, -47.549000, -2.024000, -0.118000
263.33, 124.69, 280.80, -47.552000, -2.019000, -0.127000
272.27, 124.69, 280.80, -47.554000, -2.018000, -0.132000
281.22, 124.69, 280.80, -47.562000, -2.012000, -0.123000
290.17, 124.69, 280.80, -47.563000, -2.006000, -0.130000
299.11, 124.69, 280.80, -47.579000, -1.999000, -0.145000
299.11, 115.74, 280.80, -47.575000, -2.008000, -0.142000
290.17, 115.74, 280.80, -47.572000, -2.011000, -0.158000
281.22, 115.74, 280.80, -47.561000, -2.018000, -0.140000
272.27, 115.74, 280.80, -47.555000, -2.011000, -0.134000
263.33, 115.74, 280.80, -47.553000, -2.023000, -0.136000
254.38, 115.74, 280.80, -47.545000, -2.026000, -0.124000
245.43, 115.74, 280.80, -47.545000, -2.023000, -0.121000
236.48, 115.74, 280.80, -47.545000, -2.024000, -0.114000
227.54, 115.74, 280.80, -47.549000, -2.028000, -0.114000
218.59, 115.74, 280.80, -47.546000, -2.035000, -0.126000
209.64, 115.74, 280.80, -47.550000, -2.029000, -0.113000
200.69, 115.74, 280.80, -47.556000, -2.026000, -0.107000
191.75, 115.74, 280.80, -47.567000, -2.017000, -0.099000
182.80, 115.74, 280.80, -47.577000, -2.027000, -0.105000
182.80, 106.80, 280.80, -47.581000, -2.021000, -0.091000
191.75, 106.80, 280.80, -47.577000, -2.033000, -0.106000
200.69, 106.80, 280.80, -47.566000, -2.033000, -0.103000
209.64, 106.80, 280.80, -47.560000, -2.035000, -0.103000
218.59, 106.80, 280.80, -47.550000, -2.035000, -0.107000
227.54, 106.80, 280.80, -47.542000, -2.025000, -0.129000
236.48, 106.80, 280.80, -47.541000, -2.028000, -0.125000
245.43, 106.80, 280.80, -47.542000, -2.036000, -0.128000
254.38, 106.80, 280.80, -47.538000, -2.023000, -0.126000
263.33, 106.80, 280.80, -47.541000, -2.035000, -0.125000
272.27, 106.80, 280.80, -47.549000, -2.019000, -0.139000
281.22, 106.80, 280.80, -47.548000, -2.023000, -0.141000
272.27, 97.85, 280.80, -47.546000, -2.025000, -0.137000
263.33, 97.85, 280.80, -47.540000, -2.027000, -0.132000
254.38, 97.85, 280.80, -47.533000, -2.030000, -0.124000
245.43, 97.85, 280.80, -47.533000, -2.027000, -0.131000
236.48, 97.85, 280.80, -47.536000, -2.024000, -0.119000
227.54, 97.85, 280.80, -47.536000, -2.030000, -0.127000
218.59, 97.85, 280.80, -47.538000, -2.031000, -0.116000
209.64, 97.85, 280.80, -47.545000, -2.036000, -0.110000
200.69, 88.90, 289.75, -47.552000, -2.024000, -0.103000
209.64, 88.90, 289.75, -47.550000, -2.029000, -0.105000
218.59, 88.90, 289.75, -47.543000, -2.033000, -0.107000
227.54, 88.90, 289.75, -47.540000, -2.029000, -0.108000
236.48, 88.90, 289.75, -47.534000, -2.036000, -0.115000
245.43, 88.90, 289.75, -47.533000, -2.034000, -0.125000
254.38, 88.90, 289.75, -47.531000, -2.049000, -0.134000
263.33, 88.90, 289.75, -47.535000, -2.043000, -0.146000
290.17, 97.85, 289.75, -47.547000, -2.017000, -0.146000
281.22, 97.85, 289.75, -47.550000, -2.026000, -0.151000
272.27, 97.85, 289.75, -47.549000, -2.033000, -0.135000
263.33, 97.85, 289.75, -47.546000, -2.027000, -0.134000
254.38, 97.85, 289.75, -47.545000, -2.030000, -0.125000
245.43, 97.85, 289.75, -47.540000, -2.030000, -0.129000
236.48, 97.85, 289.75, -47.537000, -2.030000, -0.128000
227.54, 97.85, 289.75, -47.542000, -2.036000, -0.118000
218.59, 97.85, 289.75, -47.545000, -2.030000, -0.116000
209.64, 97.85, 289.75, -47.545000, -2.035000, -0.116000
200.69, 97.85, 289.75, -47.554000, -2.021000, -0.110000
191.75, 97.85, 289.75, -47.560000, -2.024000, -0.113000
173.85, 106.80, 289.75, -47.586000, -2.017000, -0.106000
182.80, 106.80, 289.75, -47.588000, -2.033000, -0.102000
191.75, 106.80, 289.75, -47.575000, -2.025000, -0.108000
200.69, 106.80, 289.75, -47.563000, -2.024000, -0.108000
209.64, 106.80, 289.75, -47.557000, -2.021000, -0.110000
218.59, 106.80, 289.75, -47.553000, -2.029000, -0.118000
227.54, 106.80, 289.75, -47.550000, -2.035000, -0.118000
236.48, 106.80, 289.75, -47.546000, -2.021000, -0.123000
245.43, 106.80, 289.75, -47.546000, -2.021000, -0.136000
254.38, 106.80, 289.75, -47.544000, -2.024000, -0.136000
263.33, 106.80, 289.75, -47.543000, -2.031000, -0.131000
272.27, 106.80, 289.75, -47.548000, -2.022000, -0.141000
281.22, 106.80, 289.75, -47.552000, -2.025000, -0.150000
290.17, 106.80, 289.75, -47.560000, -2.015000, -0.161000
308.06, 115.74, 289.75, -47.579000, -2.003000, -0.159000
299.11, 115.74, 289.75, -47.587000, -2.003000, -0.166000
290.17, 115.74, 289.75, -47.576000, -2.013000, -0.151000
281.22, 115.74, 289.75, -47.563000, -2.024000, -0.142000
272.27, 115.74, 289.75, -47.561000, -2.010000, -0.139000
263.33, 115.74, 289.75, -47.555000, -2.021000, -0.137000
254.38, 115.74, 289.75, -47.549000, -2.024000, -0.131000
245.43, 115.74, 289.75, -47.547000, -2.028000, -0.131000
236.48, 115.74, 289.75, -47.547000, -2.030000, -0.129000
227.54, 115.74, 289.75, -47.545000, -2.021000, -0.130000
218.59, 115.74, 289.75, -47.552000, -2.027000, -0.114000
209.64, 115.74, 289.75, -47.556000, -2.022000, -0.107000
200.69, 115.74, 289.75, -47.559000, -2.018000, -0.119000
191.75, 115.74, 289.75, -47.565000, -2.027000, -0.121000
182.80, 115.74, 289.75, -47.578000, -2.015000, -0.104000
173.85, 115.74, 289.75, -47.592000, -2.015000, -0.108000
164.90, 124.69, 289.75, -47.612000, -2.016000, -0.119000
173.85, 124.69, 289.75, -47.610000, -2.015000, -0.104000
182.80, 124.69, 289.75, -47.596000, -2.014000, -0.110000
191.75, 124.69, 289.75, -47.584000, -2.004000, -0.110000
200.69, 124.69, 289.75, -47.576000, -2.024000, -0.106000
209.64, 124.69, 289.75, -47.565000, -2.022000, -0.112000
218.59, 124.69, 289.75, -47.555000, -2.022000, -0.112000
227.54, 124.69, 289.75, -47.555000, -2.016000, -0.125000
236.48, 124.69, 289.75, -47.548000, -2.028000, -0.124000
245.43, 124.69, 289.75, -47.552000, -2.027000, -0.127000
254.38, 124.69, 289.75, -47.546000, -2.021000, -0.120000
263.33, 124.69, 289.75, -47.555000, -2.017000, -0.121000
272.27, 124.69, 289.75, -47.558000, -2.014000, -0.132000
281.22, 124.69, 289.75, -47.566000, -2.010000, -0.134000
290.17, 124.69, 289.75, -47.572000, -2.010000, -0.132000
299.11, 124.69, 289.75, -47.576000, -2.005000, -0.152000
317.01, 133.64, 289.75, -47.609000, -1.990000, -0.129000
308.06, 133.64, 289.75, -47.607000, -1.995000, -0.139000
299.11, 133.64, 289.75, -47.599000, -2.008000, -0.141000
290.17, 133.64, 289.75, -47.588000, -2.008000, -0.136000
281.22, 133.64, 289.75, -47.576000, -2.012000, -0.134000
272.27, 133.64, 289.75, -47.570000, -2.015000, -0.129000
263.33, 133.64, 289.75, -47.560000, -2.021000, -0.128000
254.38, 133.64, 289.75, -47.556000, -2.021000, -0.124000
245.43, 133.64, 289.75, -47.552000, -2.015000, -0.116000
236.48, 133.64, 289.75, -47.552000, -2.014000, -0.123000
227.54, 133.64, 289.75, -47.554000, -2.022000, -0.124000
218.59, 133.64, 289.75, -47.557000, -2.022000, -0.119000
209.64, 133.64, 289.75, -47.563000, -2.023000, -0.120000
200.69, 133.64, 289.75, -47.567000, -2.007000, -0.117000
191.75, 133.64, 289.75, -47.575000, -2.018000, -0.109000
182.80, 133.64, 289.75, -47.586000, -2.023000, -0.116000
173.85, 133.64, 289.75, -47.592000, -2.008000, -0.117000
164.90, 133.64, 289.75, -47.608000, -2.016000, -0.125000
155.96, 142.59, 289.75, -47.627000, -2.008000, -0.118000
164.90, 142.59, 289.75, -47.626000, -2.014000, -0.118000
173.85, 142.59, 289.75, -47.610000, -2.007000, -0.117000
182.80, 142.59, 289.75, -47.596000, -2.007000, -0.107000
191.75, 142.59, 289.75, -47.585000, -2.011000, -0.108000
200.69, 142.59, 289.75, -47.576000, -2.014000, -0.117000
209.64, 142.59, 289.75, -47.571000, -2.016000, -0.105000
218.59, 142.59, 289.75, -47.566000, -2.013000, -0.112000
227.54, 142.59, 289.75, -47.559000, -2.013000, -0.112000
236.48, 142.59, 289.75, -47.560000, -2.019000, -0.125000
245.43, 142.59, 289.75, -47.554000, -2.019000, -0.119000
254.38, 142.59, 289.75, -47.560000, -2.016000, -0.114000
263.33, 142.59, 289.75, -47.561000, -2.010000, -0.106000
272.27, 142.59, 289.75, -47.565000, -2.008000, -0.115000
281.22, 142.59, 289.75, -47.576000, -2.012000, -0.114000
290.17, 142.59, 289.75, -47.582000, -2.000000, -0.128000
299.11, 142.59, 289.75, -47.592000, -2.000000, -0.115000
308.06, 142.59, 289.75, -47.596000, -1.996000, -0.129000
317.01, 151.53, 289.75, -47.612000, -1.990000, -0.120000
308.06, 151.53, 289.75, -47.617000, -1.991000, -0.124000
299.11, 151.53, 289.75, -47.608000, -2.003000, -0.118000
290.17, 151.53, 289.75, -47.596000, -2.001000, -0.120000
281.22, 151.53, 289.75, -47.584000, -2.007000, -0.110000
272.27, 151.53, 289.75, -47.572000, -2.007000, -0.114000
263.33, 151.53, 289.75, -47.567000, -2.007000, -0.107000
254.38, 151.53, 289.75, -47.560000, -2.006000, -0.119000
245.43, 151.53, 289.75, -47.558000, -2.002000, -0.108000
236.48, 151.53, 289.75, -47.560000, -2.001000, -0.113000
227.54, 151.53, 289.75, -47.554000, -2.005000, -0.115000
218.59, 151.53, 289.75, -47.558000, -2.004000, -0.117000
209.64, 151.53, 289.75, -47.562000, -2.014000, -0.114000
200.69, 151.53, 289.75, -47.567000, -2.005000, -0.113000
191.75, 151.53, 289.75, -47.575000, -2.011000, -0.117000
182.80, 151.53, 289.75, -47.584000, -2.001000, -0.124000
173.85, 151.53, 289.75, -47.597000, -2.010000, -0.120000
164.90, 151.53, 289.75, -47.608000, -2.002000, -0.115000
155.96, 160.48, 289.75, -47.622000, -2.001000, -0.127000
164.90, 160.48, 289.75, -47.622000, -1.999000, -0.120000
173.85, 160.48, 289.75, -47.609000, -1.993000, -0.114000
182.80, 160.48, 289.75, -47.597000, -1.996000, -0.114000
191.75, 160.48, 289.75, -47.585000, -2.003000, -0.106000
200.69, 160.48, 289.75, -47.573000, -2.007000, -0.115000
209.64, 160.48, 289.75, -47.565000, -2.007000, -0.114000
218.59, 160.48, 289.75, -47.564000, -2.008000, -0.104000
227.54, 160.48, 289.75, -47.560000, -2.005000, -0.106000
236.48, 160.48, 289.75, -47.551000, -2.006000, -0.098000
245.43, 160.48, 289.75, -47.557000, -2.005000, -0.102000
254.38, 160.48, 289.75, -47.558000, -2.010000, -0.110000
263.33, 160.48, 289.75, -47.561000, -2.010000, -0.103000
272.27, 160.48, 289.75, -47.566000, -1.999000, -0.101000
281.22, 160.48, 289.75, -47.575000, -2.003000, -0.099000
290.17, 160.48, 289.75, -47.585000, -2.007000, -0.098000
299.11, 160.48, 289.75, -47.597000, -2.005000, -0.109000
308.06, 160.48, 289.75, -47.611000, -1.995000, -0.113000
317.01, 169.43, 289.75, -47.629000, -1.994000, -0.095000
308.06, 169.43, 289.75, -47.632000, -1.987000, -0.093000
299.11, 169.43, 289.75, -47.614000, -1.999000, -0.092000
290.17, 169.43, 289.75, -47.596000, -2.000000, -0.092000
281.22, 169.43, 289.75, -47.587000, -2.010000, -0.088000
272.27, 169.43, 289.75, -47.574000, -2.003000, -0.088000
263.33, 169.43, 289.75, -47.571000, -1.998000, -0.096000
254.38, 169.43, 289.75, -47.563000, -2.013000, -0.093000
245.43, 169.43, 289.75, -47.557000, -2.010000, -0.104000
236.48, 169.43, 289.75, -47.558000, -2.007000, -0.102000
227.54, 169.43, 289.75, -47.555000, -2.004000, -0.093000
218.59, 169.43, 289.75, -47.559000, -2.007000, -0.103000
209.64, 169.43, 289.75, -47.559000, -2.002000, -0.106000
200.69, 169.43, 289.75, -47.565000, -1.995000, -0.112000
191.75, 169.43, 289.75, -47.571000, -1.989000, -0.118000
182.80, 169.43, 289.75, -47.584000, -1.992000, -0.125000
173.85, 169.43, 289.75, -47.591000, -2.001000, -0.125000
164.90, 169.43, 289.75, -47.603000, -1.993000, -0.115000
155.96, 178.37, 289.75, -47.621000, -1.991000, -0.127000
164.90, 178.37, 289.75, -47.624000, -1.999000, -0.113000
173.85, 178.37, 289.75, -47.604000, -1.999000, -0.126000
182.80, 178.37, 289.75, -47.594000, -1.991000, -0.117000
191.75, 178.37, 289.75, -47.573000, -1.993000, -0.116000
200.69, 178.37, 289.75, -47.566000, -1.991000, -0.106000
209.64, 178.37, 289.75, -47.559000, -2.000000, -0.110000
218.59, 178.37, 289.75, -47.556000, -1.994000, -0.096000
227.54, 178.37, 289.75, -47.553000, -1.999000, -0.096000
236.48, 178.37, 289.75, -47.552000, -1.998000, -0.087000
245.43, 178.37, 289.75, -47.554000, -2.000000, -0.095000
254.38, 178.37, 289.75, -47.557000, -2.004000, -0.093000
263.33, 178.37, 289.75, -47.558000, -2.000000, -0.074000
272.27, 178.37, 289.75, -47.567000, -2.002000, -0.076000
281.22, 178.37, 289.75, -47.575000, -2.004000, -0.070000
290.17, 178.37, 289.75, -47.585000, -2.003000, -0.059000
299.11, 178.37, 289.75, -47.600000, -1.999000, -0.076000
308.06, 178.37, 289.75, -47.615000, -1.996000, -0.079000
317.01, 187.32, 289.75, -47.631000, -1.998000, -0.048000
308.06, 187.32, 289.75, -47.632000, -1.990000, -0.061000
299.11, 187.32, 289.75, -47.619000, -2.005000, -0.060000
290.17, 187.32, 289.75, -47.602000, -2.002000, -0.063000
281.22, 187.32, 289.75, -47.589000, -2.007000, -0.061000
272.27, 187.32, 289.75, -47.575000, -2.003000, -0.058000
263.33, 187.32, 289.75, -47.563000, -1.999000, -0.071000
254.38, 187.32, 289.75, -47.558000, -1.999000, -0.074000
245.43, 187.32, 289.75, -47.553000, -2.012000, -0.079000
236.48, 187.32, 289.75, -47.551000, -1.998000, -0.098000
227.54, 187.32, 289.75, -47.547000, -2.006000, -0.097000
218.59, 187.32, 289.75, -47.548000, -1.999000, -0.090000
209.64, 187.32, 289.75, -47.554000, -1.992000, -0.103000
200.69, 187.32, 289.75, -47.558000, -1.994000, -0.114000
191.75, 187.32, 289.75, -47.567000, -1.991000, -0.115000
182.80, 187.32, 289.75, -47.574000, -1.993000, -0.127000
173.85, 187.32, 289.75, -47.589000, -1.982000, -0.128000
164.90, 187.32, 289.75, -47.598000, -1.992000, -0.127000
155.96, 196.27, 289.75, -47.617000, -1.986000, -0.139000
164.90, 196.27, 289.75, -47.616000, -1.984000, -0.132000
173.85, 196.27, 289.75, -47.602000, -1.983000, -0.131000
182.80, 196.27, 289.75, -47.588000, -1.994000, -0.120000
191.75, 196.27, 289.75, -47.574000, -1.991000, -0.113000
200.69, 196.27, 289.75, -47.558000, -1.978000, -0.102000
209.64, 196.27, 289.75, -47.556000, -1.993000, -0.096000
218.59, 196.27, 289.75, -47.546000, -1.992000, -0.097000
227.54, 196.27, 289.75, -47.548000, -2.001000, -0.092000
236.48, 196.27, 289.75, -47.541000, -1.992000, -0.084000
245.43, 196.27, 289.75, -47.542000, -2.005000, -0.074000
254.38, 196.27, 289.75, -47.540000, -2.011000, -0.063000
