# COSI2 B0 scan
# time 2024-05-24 16:38:32.224152
# MAGNET CENTER IN LAB: x 245.100 mm, y 127.000 mm, z 270.300 mm
# MAGNET AXES WRT LAB: alpha -90.00 deg, beta -90.00 deg, gamma 0.00 deg
# path: /home/cosi/cosi-measure/Software/COSI2/data/240524/slow_ball_90mm
# X[mm],Y[mm],Z[mm],B0_x[mT],B0_y[mT],B0_z[mT],B0_abs[mT]
316.150,179.110,265.560,-47.5590,-0.7890,-1.1080,47.5790
316.150,188.580,265.560,-47.5860,-0.7870,-1.1050,47.6040
306.680,188.580,265.560,-47.5890,-0.7870,-1.0760,47.6090
297.210,188.580,265.560,-47.5670,-0.7900,-1.0730,47.5840
287.730,188.580,265.560,-47.5420,-0.7900,-1.0930,47.5620
278.260,188.580,265.560,-47.5290,-0.7930,-1.1100,47.5520
268.780,188.580,265.560,-47.5070,-0.7930,-1.1180,47.5270
259.310,188.580,265.560,-47.5020,-0.7940,-1.1310,47.5230
249.840,188.580,265.560,-47.4950,-0.7910,-1.1430,47.5170
240.360,188.580,265.560,-47.4860,-0.7950,-1.1560,47.5060
230.890,188.580,265.560,-47.4900,-0.7950,-1.1630,47.5070
221.420,188.580,265.560,-47.4890,-0.7960,-1.1770,47.5070
211.940,188.580,265.560,-47.4860,-0.7940,-1.1820,47.5090
202.470,188.580,265.560,-47.4950,-0.7940,-1.1920,47.5160
192.990,188.580,265.560,-47.4990,-0.7890,-1.2030,47.5190
192.990,198.050,265.560,-47.5030,-0.7910,-1.2120,47.5260
202.470,198.050,265.560,-47.5000,-0.7900,-1.2190,47.5270
211.940,198.050,265.560,-47.4880,-0.7880,-1.2150,47.5100
221.420,198.050,265.560,-47.4880,-0.7920,-1.2010,47.5070
230.890,198.050,265.560,-47.4860,-0.7940,-1.1930,47.5020
240.360,198.050,265.560,-47.4750,-0.7970,-1.1850,47.5010
249.840,198.050,265.560,-47.4730,-0.8000,-1.1680,47.4950
259.310,198.050,265.560,-47.4750,-0.8010,-1.1550,47.4990
268.780,198.050,265.560,-47.4760,-0.8000,-1.1490,47.4920
278.260,198.050,265.560,-47.4870,-0.7960,-1.1340,47.5060
287.730,198.050,265.560,-47.4970,-0.7970,-1.1250,47.5160
297.210,198.050,265.560,-47.4960,-0.8030,-1.1090,47.5160
287.730,207.530,265.560,-47.5090,-0.7990,-1.0930,47.5290
278.260,207.530,265.560,-47.5000,-0.8020,-1.0860,47.5200
268.780,207.530,265.560,-47.4890,-0.8060,-1.1010,47.5120
259.310,207.530,265.560,-47.4720,-0.8040,-1.1170,47.4920
249.840,207.530,265.560,-47.4680,-0.8020,-1.1240,47.4880
240.360,207.530,265.560,-47.4680,-0.7970,-1.1390,47.4840
230.890,207.530,265.560,-47.4600,-0.8010,-1.1550,47.4810
221.420,207.530,265.560,-47.4660,-0.7980,-1.1640,47.4860
211.940,217.000,275.040,-47.4650,-0.8040,-1.1810,47.4900
221.420,217.000,275.040,-47.4640,-0.7980,-1.1910,47.4860
230.890,217.000,275.040,-47.4610,-0.7940,-1.1890,47.4820
240.360,217.000,275.040,-47.4570,-0.7960,-1.1710,47.4780
249.840,217.000,275.040,-47.4570,-0.8000,-1.1540,47.4750
259.310,217.000,275.040,-47.4530,-0.7980,-1.1500,47.4760
268.780,217.000,275.040,-47.4550,-0.8050,-1.1300,47.4770
278.260,217.000,275.040,-47.4580,-0.8050,-1.1200,47.4770
306.680,207.530,275.040,-47.4730,-0.8090,-1.1080,47.4900
297.210,207.530,275.040,-47.4750,-0.8110,-1.0890,47.4950
287.730,207.530,275.040,-47.5110,-0.8090,-1.0430,47.5260
278.260,207.530,275.040,-47.5050,-0.8090,-1.0760,47.5200
268.780,207.530,275.040,-47.4860,-0.8030,-1.0900,47.5040
259.310,207.530,275.040,-47.4860,-0.8000,-1.1090,47.5060
249.840,207.530,275.040,-47.4750,-0.8050,-1.1200,47.4970
240.360,207.530,275.040,-47.4690,-0.8040,-1.1340,47.4910
230.890,207.530,275.040,-47.4570,-0.7990,-1.1520,47.4810
221.420,207.530,275.040,-47.4620,-0.7950,-1.1640,47.4830
211.940,207.530,275.040,-47.4710,-0.7890,-1.1760,47.4910
202.470,207.530,275.040,-47.4750,-0.7880,-1.1860,47.4930
183.520,198.050,275.040,-47.4800,-0.7920,-1.2050,47.5030
192.990,198.050,275.040,-47.4950,-0.7820,-1.2150,47.5160
202.470,198.050,275.040,-47.5040,-0.7790,-1.2300,47.5280
211.940,198.050,275.040,-47.4960,-0.7800,-1.2190,47.5170
221.420,198.050,275.040,-47.4850,-0.7860,-1.2040,47.5060
230.890,198.050,275.040,-47.4760,-0.7880,-1.1960,47.5000
240.360,198.050,275.040,-47.4800,-0.7890,-1.1830,47.5000
249.840,198.050,275.040,-47.4720,-0.7940,-1.1710,47.4980
259.310,198.050,275.040,-47.4800,-0.7990,-1.1600,47.5010
268.780,198.050,275.040,-47.4820,-0.7910,-1.1500,47.5050
278.260,198.050,275.040,-47.4820,-0.8020,-1.1320,47.5020
287.730,198.050,275.040,-47.4910,-0.7990,-1.1190,47.5110
297.210,198.050,275.040,-47.5010,-0.7990,-1.1040,47.5200
306.680,198.050,275.040,-47.5150,-0.8020,-1.0890,47.5330
325.630,188.580,275.040,-47.5310,-0.7990,-1.0680,47.5450
316.150,188.580,275.040,-47.5660,-0.8010,-1.0450,47.5840
306.680,188.580,275.040,-47.6190,-0.7950,-1.0480,47.6420
297.210,188.580,275.040,-47.5800,-0.7990,-1.0650,47.6000
287.730,188.580,275.040,-47.5500,-0.8010,-1.0850,47.5680
278.260,188.580,275.040,-47.5310,-0.7980,-1.1040,47.5520
268.780,188.580,275.040,-47.5130,-0.7980,-1.1260,47.5330
259.310,188.580,275.040,-47.5030,-0.7960,-1.1300,47.5230
249.840,188.580,275.040,-47.4980,-0.7980,-1.1450,47.5190
240.360,188.580,275.040,-47.4950,-0.7950,-1.1570,47.5130
230.890,188.580,275.040,-47.4870,-0.7950,-1.1690,47.5070
221.420,188.580,275.040,-47.4880,-0.7870,-1.1820,47.5080
211.940,188.580,275.040,-47.4910,-0.7870,-1.1870,47.5130
202.470,188.580,275.040,-47.4920,-0.7870,-1.1980,47.5110
192.990,188.580,275.040,-47.5060,-0.7790,-1.2070,47.5280
183.520,188.580,275.040,-47.5090,-0.7800,-1.2120,47.5300
174.050,179.110,275.040,-47.5150,-0.7750,-1.2310,47.5400
183.520,179.110,275.040,-47.5350,-0.7800,-1.2410,47.5580
192.990,179.110,275.040,-47.5400,-0.7820,-1.2420,47.5630
202.470,179.110,275.040,-47.5250,-0.7800,-1.2280,47.5470
211.940,179.110,275.040,-47.5140,-0.7840,-1.2210,47.5360
221.420,179.110,275.040,-47.5070,-0.7840,-1.2120,47.5340
230.890,179.110,275.040,-47.5000,-0.7880,-1.1980,47.5210
240.360,179.110,275.040,-47.4960,-0.7920,-1.1890,47.5220
249.840,179.110,275.040,-47.4960,-0.7980,-1.1820,47.5180
259.310,179.110,275.040,-47.5020,-0.7970,-1.1760,47.5210
268.780,179.110,275.040,-47.4980,-0.7980,-1.1630,47.5160
278.260,179.110,275.040,-47.5090,-0.7930,-1.1560,47.5250
287.730,179.110,275.040,-47.5130,-0.7900,-1.1440,47.5330
297.210,179.110,275.040,-47.5240,-0.7910,-1.1370,47.5440
306.680,179.110,275.040,-47.5440,-0.7940,-1.1140,47.5630
316.150,179.110,275.040,-47.5640,-0.7930,-1.1100,47.5820
335.100,169.630,275.040,-47.5880,-0.7870,-1.0980,47.6070
325.630,169.630,275.040,-47.6260,-0.7890,-1.1040,47.6430
316.150,169.630,275.040,-47.6690,-0.7780,-1.1280,47.6950
306.680,169.630,275.040,-47.6290,-0.7820,-1.1270,47.6460
297.210,169.630,275.040,-47.5920,-0.7840,-1.1270,47.6120
287.730,169.630,275.040,-47.5660,-0.7870,-1.1320,47.5850
278.260,169.630,275.040,-47.5490,-0.7910,-1.1440,47.5660
268.780,169.630,275.040,-47.5330,-0.7900,-1.1490,47.5550
259.310,169.630,275.040,-47.5230,-0.7910,-1.1610,47.5440
249.840,169.630,275.040,-47.5140,-0.7910,-1.1710,47.5350
240.360,169.630,275.040,-47.5130,-0.7960,-1.1730,47.5340
230.890,169.630,275.040,-47.4980,-0.7900,-1.1790,47.5190
221.420,169.630,275.040,-47.5030,-0.7950,-1.1870,47.5250
211.940,169.630,275.040,-47.5060,-0.7900,-1.1960,47.5230
202.470,169.630,275.040,-47.5060,-0.7860,-1.2030,47.5240
192.990,169.630,275.040,-47.5130,-0.7810,-1.2090,47.5340
183.520,169.630,275.040,-47.5270,-0.7860,-1.2150,47.5460
174.050,169.630,275.040,-47.5400,-0.7840,-1.2290,47.5630
164.570,160.160,275.040,-47.5500,-0.7820,-1.2340,47.5690
174.050,160.160,275.040,-47.5660,-0.7820,-1.2330,47.5870
183.520,160.160,275.040,-47.5690,-0.7840,-1.2390,47.5970
192.990,160.160,275.040,-47.5560,-0.7870,-1.2300,47.5780
202.470,160.160,275.040,-47.5380,-0.7880,-1.2260,47.5620
211.940,160.160,275.040,-47.5260,-0.7890,-1.2180,47.5470
221.420,160.160,275.040,-47.5200,-0.7910,-1.2090,47.5420
230.890,160.160,275.040,-47.5160,-0.7890,-1.2080,47.5360
240.360,160.160,275.040,-47.5140,-0.7900,-1.1970,47.5350
249.840,160.160,275.040,-47.5160,-0.7920,-1.1950,47.5350
259.310,160.160,275.040,-47.5170,-0.7950,-1.1890,47.5380
268.780,160.160,275.040,-47.5210,-0.7900,-1.1820,47.5420
278.260,160.160,275.040,-47.5260,-0.7940,-1.1720,47.5470
287.730,160.160,275.040,-47.5300,-0.7920,-1.1710,47.5510
297.210,160.160,275.040,-47.5450,-0.7950,-1.1680,47.5660
306.680,160.160,275.040,-47.5560,-0.7860,-1.1580,47.5730
316.150,160.160,275.040,-47.5750,-0.7840,-1.1520,47.5960
325.630,160.160,275.040,-47.5950,-0.7830,-1.1570,47.6110
335.100,150.680,275.040,-47.6240,-0.7870,-1.1550,47.6420
325.630,150.680,275.040,-47.6410,-0.7790,-1.1750,47.6570
316.150,150.680,275.040,-47.6380,-0.7770,-1.1820,47.6620
306.680,150.680,275.040,-47.6100,-0.7840,-1.1720,47.6350
297.210,150.680,275.040,-47.5880,-0.7860,-1.1820,47.6090
287.730,150.680,275.040,-47.5760,-0.7890,-1.1750,47.5970
278.260,150.680,275.040,-47.5500,-0.7930,-1.1750,47.5750
268.780,150.680,275.040,-47.5420,-0.7940,-1.1780,47.5650
259.310,150.680,275.040,-47.5350,-0.7930,-1.1820,47.5600
249.840,150.680,275.040,-47.5260,-0.7910,-1.1840,47.5540
240.360,150.680,275.040,-47.5210,-0.7970,-1.1900,47.5450
230.890,150.680,275.040,-47.5190,-0.7940,-1.1970,47.5400
221.420,150.680,275.040,-47.5210,-0.7960,-1.2010,47.5420
211.940,150.680,275.040,-47.5150,-0.7860,-1.2090,47.5370
202.470,150.680,275.040,-47.5260,-0.7930,-1.2140,47.5470
192.990,150.680,275.040,-47.5280,-0.7870,-1.2140,47.5500
183.520,150.680,275.040,-47.5380,-0.7880,-1.2240,47.5590
174.050,150.680,275.040,-47.5520,-0.7840,-1.2190,47.5710
164.570,141.210,275.040,-47.5620,-0.7860,-1.2300,47.5840
174.050,141.210,275.040,-47.5750,-0.7850,-1.2310,47.5930
183.520,141.210,275.040,-47.5750,-0.7960,-1.2320,47.5980
192.990,141.210,275.040,-47.5560,-0.7900,-1.2260,47.5830
202.470,141.210,275.040,-47.5500,-0.7940,-1.2270,47.5730
211.940,141.210,275.040,-47.5410,-0.7940,-1.2220,47.5630
221.420,141.210,275.040,-47.5320,-0.8010,-1.2190,47.5540
230.890,141.210,275.040,-47.5320,-0.7970,-1.2120,47.5540
240.360,141.210,275.040,-47.5240,-0.7930,-1.2130,47.5450
249.840,141.210,275.040,-47.5160,-0.8010,-1.2050,47.5420
259.310,141.210,275.040,-47.5250,-0.7980,-1.2050,47.5490
268.780,141.210,275.040,-47.5230,-0.7990,-1.2000,47.5480
278.260,141.210,275.040,-47.5270,-0.7890,-1.2010,47.5500
287.730,141.210,275.040,-47.5420,-0.7960,-1.1960,47.5620
297.210,141.210,275.040,-47.5530,-0.7880,-1.1940,47.5740
306.680,141.210,275.040,-47.5580,-0.7890,-1.1880,47.5760
316.150,141.210,275.040,-47.5750,-0.7780,-1.1970,47.5920
325.630,141.210,275.040,-47.5920,-0.7820,-1.2020,47.6130
335.100,131.740,275.040,-47.6150,-0.7810,-1.2010,47.6360
325.630,131.740,275.040,-47.6310,-0.7820,-1.2160,47.6540
316.150,131.740,275.040,-47.6270,-0.7750,-1.2270,47.6530
306.680,131.740,275.040,-47.6050,-0.7830,-1.2070,47.6260
297.210,131.740,275.040,-47.5820,-0.7820,-1.2070,47.6060
287.730,131.740,275.040,-47.5740,-0.7880,-1.2080,47.5960
278.260,131.740,275.040,-47.5590,-0.7940,-1.2030,47.5860
268.780,131.740,275.040,-47.5510,-0.7950,-1.2050,47.5710
259.310,131.740,275.040,-47.5440,-0.7900,-1.2050,47.5660
249.840,131.740,275.040,-47.5280,-0.7950,-1.1990,47.5540
240.360,131.740,275.040,-47.5310,-0.7990,-1.2070,47.5550
230.890,131.740,275.040,-47.5190,-0.7990,-1.2060,47.5450
221.420,131.740,275.040,-47.5230,-0.7970,-1.2110,47.5450
211.940,131.740,275.040,-47.5300,-0.7940,-1.2140,47.5540
202.470,131.740,275.040,-47.5290,-0.7930,-1.2160,47.5490
192.990,131.740,275.040,-47.5370,-0.7910,-1.2190,47.5540
183.520,131.740,275.040,-47.5450,-0.7950,-1.2230,47.5670
174.050,131.740,275.040,-47.5530,-0.7910,-1.2280,47.5760
164.570,122.260,275.040,-47.5630,-0.7930,-1.2220,47.5900
174.050,122.260,275.040,-47.5780,-0.7960,-1.2310,47.5970
183.520,122.260,275.040,-47.5740,-0.8010,-1.2310,47.6010
192.990,122.260,275.040,-47.5630,-0.8010,-1.2260,47.5910
202.470,122.260,275.040,-47.5540,-0.7980,-1.2260,47.5760
211.940,122.260,275.040,-47.5380,-0.8040,-1.2240,47.5630
221.420,122.260,275.040,-47.5350,-0.8020,-1.2170,47.5560
230.890,122.260,275.040,-47.5270,-0.8020,-1.2160,47.5490
240.360,122.260,275.040,-47.5260,-0.8060,-1.2160,47.5480
249.840,122.260,275.040,-47.5240,-0.8000,-1.2140,47.5480
259.310,122.260,275.040,-47.5260,-0.8010,-1.2120,47.5450
268.780,122.260,275.040,-47.5250,-0.8020,-1.2180,47.5500
278.260,122.260,275.040,-47.5320,-0.8030,-1.2210,47.5550
287.730,122.260,275.040,-47.5400,-0.7990,-1.2140,47.5610
297.210,122.260,275.040,-47.5510,-0.7910,-1.2190,47.5690
306.680,122.260,275.040,-47.5580,-0.7940,-1.2200,47.5760
316.150,122.260,275.040,-47.5710,-0.7910,-1.2240,47.5930
325.630,122.260,275.040,-47.5820,-0.7830,-1.2290,47.6040
335.100,112.790,275.040,-47.6060,-0.7780,-1.2340,47.6250
325.630,112.790,275.040,-47.6070,-0.7670,-1.2460,47.6300
316.150,112.790,275.040,-47.6010,-0.7700,-1.2530,47.6260
306.680,112.790,275.040,-47.5860,-0.7810,-1.2410,47.6110
297.210,112.790,275.040,-47.5720,-0.7850,-1.2370,47.5940
287.730,112.790,275.040,-47.5660,-0.7930,-1.2340,47.5890
278.260,112.790,275.040,-47.5500,-0.7920,-1.2270,47.5720
268.780,112.790,275.040,-47.5380,-0.8000,-1.2250,47.5650
259.310,112.790,275.040,-47.5320,-0.7980,-1.2270,47.5600
249.840,112.790,275.040,-47.5330,-0.8020,-1.2290,47.5560
240.360,112.790,275.040,-47.5240,-0.8100,-1.2240,47.5470
230.890,112.790,275.040,-47.5260,-0.8100,-1.2220,47.5460
221.420,112.790,275.040,-47.5240,-0.8050,-1.2260,47.5450
211.940,112.790,275.040,-47.5290,-0.8030,-1.2230,47.5510
202.470,112.790,275.040,-47.5290,-0.8050,-1.2260,47.5500
192.990,112.790,275.040,-47.5350,-0.8030,-1.2220,47.5580
183.520,112.790,275.040,-47.5460,-0.7990,-1.2180,47.5680
174.050,112.790,275.040,-47.5550,-0.7970,-1.2200,47.5740
164.570,103.320,275.040,-47.5670,-0.8010,-1.2260,47.5880
174.050,103.320,275.040,-47.5810,-0.8080,-1.2190,47.6040
183.520,103.320,275.040,-47.5790,-0.8080,-1.2230,47.6010
192.990,103.320,275.040,-47.5610,-0.8070,-1.2300,47.5860
202.470,103.320,275.040,-47.5550,-0.8080,-1.2250,47.5780
211.940,103.320,275.040,-47.5420,-0.8080,-1.2190,47.5650
221.420,103.320,275.040,-47.5310,-0.8120,-1.2240,47.5480
230.890,103.320,275.040,-47.5290,-0.8080,-1.2230,47.5540
240.360,103.320,275.040,-47.5280,-0.8090,-1.2220,47.5510
249.840,103.320,275.040,-47.5210,-0.8110,-1.2230,47.5440
259.310,103.320,275.040,-47.5190,-0.8140,-1.2280,47.5420
268.780,103.320,275.040,-47.5240,-0.8060,-1.2310,47.5490
278.260,103.320,275.040,-47.5320,-0.8090,-1.2310,47.5540
287.730,103.320,275.040,-47.5350,-0.8010,-1.2330,47.5590
297.210,103.320,275.040,-47.5450,-0.7980,-1.2340,47.5680
306.680,103.320,275.040,-47.5550,-0.7930,-1.2340,47.5780
316.150,103.320,275.040,-47.5660,-0.7920,-1.2440,47.5870
325.630,103.320,275.040,-47.5720,-0.7830,-1.2520,47.5960
325.630,93.840,275.040,-47.5850,-0.7730,-1.2600,47.6080
316.150,93.840,275.040,-47.5820,-0.7760,-1.2600,47.6070
306.680,93.840,275.040,-47.5800,-0.7770,-1.2670,47.6040
297.210,93.840,275.040,-47.5620,-0.7840,-1.2570,47.5820
287.730,93.840,275.040,-47.5580,-0.7910,-1.2540,47.5810
278.260,93.840,275.040,-47.5420,-0.8010,-1.2440,47.5660
268.780,93.840,275.040,-47.5360,-0.8040,-1.2430,47.5610
259.310,93.840,275.040,-47.5270,-0.8050,-1.2310,47.5490
249.840,93.840,275.040,-47.5210,-0.8100,-1.2340,47.5440
240.360,93.840,275.040,-47.5200,-0.8160,-1.2370,47.5430
230.890,93.840,275.040,-47.5250,-0.8130,-1.2270,47.5450
221.420,93.840,275.040,-47.5180,-0.8160,-1.2260,47.5430
211.940,93.840,275.040,-47.5180,-0.8120,-1.2280,47.5430
202.470,93.840,275.040,-47.5240,-0.8170,-1.2280,47.5470
192.990,93.840,275.040,-47.5340,-0.8090,-1.2200,47.5590
183.520,93.840,275.040,-47.5440,-0.8080,-1.2180,47.5650
174.050,84.370,275.040,-47.5530,-0.8100,-1.2190,47.5750
183.520,84.370,275.040,-47.5690,-0.8160,-1.2090,47.5870
192.990,84.370,275.040,-47.5570,-0.8130,-1.2160,47.5800
202.470,84.370,275.040,-47.5510,-0.8120,-1.2200,47.5690
211.940,84.370,275.040,-47.5400,-0.8080,-1.2190,47.5600
221.420,84.370,275.040,-47.5250,-0.8190,-1.2260,47.5510
230.890,84.370,275.040,-47.5210,-0.8170,-1.2260,47.5440
240.360,84.370,275.040,-47.5190,-0.8200,-1.2300,47.5460
249.840,84.370,275.040,-47.5120,-0.8130,-1.2330,47.5380
259.310,84.370,275.040,-47.5200,-0.8170,-1.2350,47.5420
268.780,84.370,275.040,-47.5200,-0.8200,-1.2320,47.5430
278.260,84.370,275.040,-47.5170,-0.8100,-1.2400,47.5400
287.730,84.370,275.040,-47.5240,-0.8090,-1.2400,47.5460
297.210,84.370,275.040,-47.5300,-0.8050,-1.2560,47.5540
306.680,84.370,275.040,-47.5410,-0.8010,-1.2590,47.5640
316.150,84.370,275.040,-47.5520,-0.7920,-1.2680,47.5750
316.150,74.890,275.040,-47.5660,-0.7860,-1.2720,47.5870
306.680,74.890,275.040,-47.5560,-0.7890,-1.2820,47.5800
297.210,74.890,275.040,-47.5540,-0.7930,-1.2860,47.5760
287.730,74.890,275.040,-47.5310,-0.7940,-1.2730,47.5560
278.260,74.890,275.040,-47.5330,-0.8060,-1.2660,47.5580
268.780,74.890,275.040,-47.5260,-0.8080,-1.2480,47.5490
259.310,74.890,275.040,-47.5180,-0.8120,-1.2410,47.5420
249.840,74.890,275.040,-47.5170,-0.8130,-1.2430,47.5410
240.360,74.890,275.040,-47.5160,-0.8210,-1.2340,47.5350
230.890,74.890,275.040,-47.5110,-0.8220,-1.2330,47.5340
221.420,74.890,275.040,-47.5130,-0.8240,-1.2340,47.5360
211.940,74.890,275.040,-47.5190,-0.8200,-1.2260,47.5410
202.470,74.890,275.040,-47.5280,-0.8190,-1.2200,47.5470
192.990,74.890,275.040,-47.5280,-0.8140,-1.2170,47.5490
192.990,65.420,275.040,-47.5310,-0.8210,-1.2160,47.5560
202.470,65.420,275.040,-47.5350,-0.8190,-1.2140,47.5620
211.940,65.420,275.040,-47.5270,-0.8180,-1.2110,47.5500
221.420,65.420,275.040,-47.5230,-0.8260,-1.2230,47.5480
230.890,65.420,275.040,-47.5150,-0.8250,-1.2220,47.5390
240.360,65.420,275.040,-47.5090,-0.8220,-1.2250,47.5330
249.840,65.420,275.040,-47.5090,-0.8300,-1.2340,47.5320
259.310,65.420,275.040,-47.5040,-0.8260,-1.2370,47.5290
268.780,65.420,275.040,-47.5070,-0.8270,-1.2450,47.5320
278.260,65.420,275.040,-47.5150,-0.8240,-1.2440,47.5350
287.730,65.420,275.040,-47.5120,-0.8210,-1.2550,47.5350
297.210,65.420,275.040,-47.5190,-0.8090,-1.2620,47.5450
287.730,55.950,275.040,-47.5200,-0.8110,-1.2660,47.5450
278.260,55.950,275.040,-47.5160,-0.8150,-1.2670,47.5370
268.780,55.950,275.040,-47.5100,-0.8130,-1.2580,47.5340
259.310,55.950,275.040,-47.5040,-0.8210,-1.2490,47.5300
249.840,55.950,275.040,-47.5020,-0.8250,-1.2450,47.5260
240.360,55.950,275.040,-47.5010,-0.8290,-1.2420,47.5280
230.890,55.950,275.040,-47.5000,-0.8300,-1.2400,47.5220
221.420,55.950,275.040,-47.5040,-0.8270,-1.2280,47.5290
211.940,46.470,284.510,-47.5030,-0.8280,-1.2230,47.5260
221.420,46.470,284.510,-47.5120,-0.8240,-1.2240,47.5350
230.890,46.470,284.510,-47.5110,-0.8250,-1.2260,47.5330
240.360,46.470,284.510,-47.5000,-0.8250,-1.2350,47.5240
249.840,46.470,284.510,-47.4990,-0.8290,-1.2380,47.5190
259.310,46.470,284.510,-47.4920,-0.8300,-1.2440,47.5150
268.780,46.470,284.510,-47.4990,-0.8300,-1.2530,47.5250
278.260,46.470,284.510,-47.4970,-0.8370,-1.2520,47.5210
306.680,55.950,284.510,-47.5050,-0.8340,-1.2600,47.5250
297.210,55.950,284.510,-47.5090,-0.8260,-1.2670,47.5320
287.730,55.950,284.510,-47.5240,-0.8130,-1.3030,47.5460
278.260,55.950,284.510,-47.5150,-0.8120,-1.2840,47.5380
268.780,55.950,284.510,-47.5070,-0.8210,-1.2700,47.5310
259.310,55.950,284.510,-47.5130,-0.8230,-1.2580,47.5380
249.840,55.950,284.510,-47.5090,-0.8270,-1.2570,47.5330
240.360,55.950,284.510,-47.5020,-0.8300,-1.2570,47.5230
230.890,55.950,284.510,-47.5030,-0.8280,-1.2480,47.5260
221.420,55.950,284.510,-47.5030,-0.8280,-1.2360,47.5250
211.940,55.950,284.510,-47.5090,-0.8270,-1.2270,47.5310
202.470,55.950,284.510,-47.5170,-0.8210,-1.2270,47.5370
183.520,65.420,284.510,-47.5230,-0.8180,-1.2260,47.5460
192.990,65.420,284.510,-47.5320,-0.8170,-1.2270,47.5550
202.470,65.420,284.510,-47.5410,-0.8120,-1.2230,47.5680
211.940,65.420,284.510,-47.5320,-0.8130,-1.2310,47.5570
221.420,65.420,284.510,-47.5250,-0.8160,-1.2250,47.5460
230.890,65.420,284.510,-47.5160,-0.8140,-1.2360,47.5390
240.360,65.420,284.510,-47.5160,-0.8240,-1.2420,47.5370
249.840,65.420,284.510,-47.5060,-0.8260,-1.2460,47.5310
259.310,65.420,284.510,-47.5130,-0.8280,-1.2460,47.5370
268.780,65.420,284.510,-47.5110,-0.8160,-1.2560,47.5290
278.260,65.420,284.510,-47.5100,-0.8250,-1.2560,47.5330
287.730,65.420,284.510,-47.5160,-0.8240,-1.2620,47.5400
297.210,65.420,284.510,-47.5140,-0.8200,-1.2710,47.5380
306.680,65.420,284.510,-47.5260,-0.8170,-1.2800,47.5530
325.630,74.890,284.510,-47.5410,-0.8120,-1.2970,47.5650
316.150,74.890,284.510,-47.5540,-0.7940,-1.3080,47.5740
306.680,74.890,284.510,-47.5860,-0.7810,-1.3040,47.6100
297.210,74.890,284.510,-47.5610,-0.7940,-1.2960,47.5850
287.730,74.890,284.510,-47.5400,-0.7980,-1.2790,47.5690
278.260,74.890,284.510,-47.5360,-0.8080,-1.2700,47.5610
268.780,74.890,284.510,-47.5270,-0.8160,-1.2580,47.5510
259.310,74.890,284.510,-47.5200,-0.8180,-1.2570,47.5440
249.840,74.890,284.510,-47.5210,-0.8170,-1.2530,47.5440
240.360,74.890,284.510,-47.5170,-0.8200,-1.2450,47.5400
230.890,74.890,284.510,-47.5160,-0.8190,-1.2420,47.5390
221.420,74.890,284.510,-47.5170,-0.8250,-1.2360,47.5370
211.940,74.890,284.510,-47.5190,-0.8130,-1.2330,47.5410
202.470,74.890,284.510,-47.5200,-0.8120,-1.2300,47.5430
192.990,74.890,284.510,-47.5330,-0.8140,-1.2300,47.5520
183.520,74.890,284.510,-47.5370,-0.8070,-1.2280,47.5560
174.050,84.370,284.510,-47.5520,-0.8090,-1.2200,47.5750
183.520,84.370,284.510,-47.5620,-0.8050,-1.2190,47.5870
192.990,84.370,284.510,-47.5620,-0.8060,-1.2280,47.5900
202.470,84.370,284.510,-47.5540,-0.8060,-1.2320,47.5770
211.940,84.370,284.510,-47.5400,-0.8120,-1.2320,47.5640
221.420,84.370,284.510,-47.5260,-0.8140,-1.2320,47.5510
230.890,84.370,284.510,-47.5230,-0.8120,-1.2370,47.5480
240.360,84.370,284.510,-47.5190,-0.8200,-1.2380,47.5420
249.840,84.370,284.510,-47.5200,-0.8160,-1.2420,47.5430
259.310,84.370,284.510,-47.5170,-0.8180,-1.2430,47.5400
268.780,84.370,284.510,-47.5230,-0.8190,-1.2450,47.5430
278.260,84.370,284.510,-47.5250,-0.8110,-1.2470,47.5480
287.730,84.370,284.510,-47.5300,-0.8140,-1.2550,47.5520
297.210,84.370,284.510,-47.5340,-0.8100,-1.2610,47.5590
306.680,84.370,284.510,-47.5500,-0.8030,-1.2700,47.5710
316.150,84.370,284.510,-47.5540,-0.7950,-1.2720,47.5770
335.100,93.840,284.510,-47.5710,-0.7900,-1.2840,47.5890
325.630,93.840,284.510,-47.5880,-0.7820,-1.2890,47.6080
316.150,93.840,284.510,-47.6000,-0.7710,-1.2750,47.6260
306.680,93.840,284.510,-47.5890,-0.7790,-1.2760,47.6130
297.210,93.840,284.510,-47.5780,-0.7870,-1.2600,47.6010
287.730,93.840,284.510,-47.5610,-0.7920,-1.2640,47.5870
278.260,93.840,284.510,-47.5460,-0.8050,-1.2570,47.5720
268.780,93.840,284.510,-47.5420,-0.8010,-1.2450,47.5690
259.310,93.840,284.510,-47.5340,-0.8130,-1.2460,47.5570
249.840,93.840,284.510,-47.5240,-0.8110,-1.2370,47.5530
240.360,93.840,284.510,-47.5230,-0.8150,-1.2470,47.5430
230.890,93.840,284.510,-47.5200,-0.8130,-1.2390,47.5430
221.420,93.840,284.510,-47.5230,-0.8160,-1.2350,47.5440
211.940,93.840,284.510,-47.5240,-0.8060,-1.2330,47.5470
202.470,93.840,284.510,-47.5290,-0.8080,-1.2340,47.5480
192.990,93.840,284.510,-47.5380,-0.8030,-1.2300,47.5590
